0.              0.
5.980861	0.001
272.72726	0.10909091
444.97607	0.21652892
598.0861	0.32561985
789.4737	0.44132233
1033.4928	0.57024795
1263.1578	0.6694215
1483.2535	0.75206614
1717.7034	0.8231405
1956.9377	0.87768596
2229.665	0.92727274
2507.177	0.96198344
2765.5503	0.9834711
3009.5693	1.0
3258.3733	1.0066116
3612.4402	1.014876
3904.3062	1.0082644
4330.1436	0.9983471
4961.7227	0.96528924
5779.9043	0.92066115
6540.67		0.8710744
7507.1772	0.8066116
8507.177	0.74049586
9315.789	0.6876033
9995.215	0.6446281
